"Human Gene" "Gene"
"6884" "TMEM52B" "Tmem52b"
"6885" "PPP1R12A" "Ppp1r12a"
"6886" "SEMA3G" "Sema3g"
"6887" "TRIM8" "Trim8"
"6888" "MAP2K3" "Map2k3"
"6889" "GCNT1" "Gcnt1"
"6890" "GABARAPL1" "Gabarapl1"
"6891" "CAPN12" "Capn12"
"6892" "TMBIM6" "Tmbim6"
"6893" "EVL" "Evl"
"6894" "RFK" "Rfk"
"6895" "KLRC4" "Klre1"
"6896" "KLRC1" "Klre1"
"6897" "KLRC3" "Klre1"
"6898" "KLRC2" "Klre1"
"6899" "WRAP73" "Wrap73"
"6900" "CRIM1" "Crim1"
"6901" "ARL3" "Arl3"
"6902" "AMPD3" "Ampd3"
"6903" NA "Speer3"
"6904" "LACC1" "Lacc1"
"6905" "SFXN2" "Sfxn2"
"6906" "FOXP1" "Foxp1"
"6907" "ZNF266" "Zfp266"
"6908" "SEMA3E" "Sema3e"
"6909" "CCDC122" "Ccdc122"
"6910" NA "Hmgn2"
"6911" NA "Zfp846"
"6912" "CUBN" "Cubn"
"6913" "WBP1L" "Wbp1l"
"6914" "PPP3CB" "Ppp3cb"
"6915" "PAWR" "Pawr"
"6916" "KCNJ18" "Kcnj12"
"6917" "KCNJ12" "Kcnj12"
"6918" "NEO1" "Neo1"
"6919" "KAT8" "Kat8"
"6920" "ACOX3" "Acox3"
"6921" "GABRG2" "Gabrg2"
"6922" NA "H60c"
"6923" "PTCHD4" "Ptchd4"
"6924" "PPP1R14C" "Ppp1r14c"
"6925" "OPN5" "Opn5"
"6926" "TGFBI" "Tgfbi"
"6927" "IYD" "Iyd"
"6928" "PRSS8" "Prss8"
"6929" "PCSK5" "Pcsk5"
"6930" "SYT1" "Syt1"
"6931" "CHD1" "Chd1"
"6932" "RNF141" "Rnf141"
"6933" "C4BPA" "C4bp"
"6934" "TRDMT1" "Trdmt1"
"6935" "MEGF6" "Megf6"
"6936" "IGSF3" "Igsf3"
"6937" NA "Gm29427"
"6938" "LYVE1" "Lyve1"
"6939" "NCKAP5L" "Nckap5l"
"6940" "SLC25A12" "Slc25a12"
"6941" "MANBA" "Manba"
"6942" "EFHD1" "Efhd1"
"6943" "NAV3" "Nav3"
"6944" "DEGS2" "Degs2"
"6945" "PRSS36" "Prss36"
"6946" "OGFRL1" "Ogfrl1"
"6947" "YY1" "Yy1"
"6948" "LIMA1" "Lima1"
"6949" "B3GAT2" "B3gat2"
"6950" "CUL2" "Cul2"
"6951" "TNFRSF13B" "Tnfrsf13b"
"6952" "SLC25A29" "Slc25a29"
"6953" "FBXL12" "Fbxl12"
"6954" "CHRM3" "Chrm3"
"6955" "FEZ2" "Fez2"
"6956" "CYP17A1" "Cyp17a1"
"6957" "COX16" "Cox16"
"6958" "GSPT1" "Gspt1"
"6959" "PHF7" "Phf7"
"6960" "FANCI" "Fanci"
"6961" "MSH3" "Msh3"
"6962" "USP22" "Usp22"
"6963" "ATP1A1" "Atp1a1"
"6964" "HAT1" "Hat1"
"6965" "BORCS7" "Borcs7"
"6966" "ARHGEF16" "Arhgef16"
"6967" "ADPGK" "Adpgk"
"6968" "C1orf115" "C130074G19Rik"
"6969" "AS3MT" "As3mt"
"6970" "ASTN1" "Astn1"
"6971" "HTRA3" "Htra3"
"6972" "FAM186A" "Fam186a"
"6973" "OSTF1" "Ostf1"
"6974" "PLEKHG1" "Plekhg1"
"6975" "TNRC6C" "Tnrc6c"
"6976" "MAB21L3" "Mab21l3"
"6977" NA "Gm4787"
"6978" "ABCG4" "Abcg4"
"6979" "LARP4" "Larp4"
"6980" "TNFRSF17" "Tnfrsf17"
"6981" NA "Adam4"
"6982" "DHDDS" "Dhdds"
"6983" "VIM" "Vim"
"6984" "SLC25A47" "Slc25a47"
"6985" "CNNM2" "Cnnm2"
"6986" "RGMB" "Rgmb"
"6987" "P3H2" "P3h2"
"6988" "LMNA" "Lmna"
"6989" "PCLO" "Pclo"
"6990" "SYNJ2BP" "Synj2bp"
"6991" "ADGRF4" "Adgrf4"
"6992" "HMGN4" "Gm20379"
"6993" "DHFR" "Dhfr"
"6994" "DHFR2" "Dhfr"
"6995" "CLDN1" "Cldn1"
"6996" "SMAD5" "Smad5"
"6997" "CLDN16" "Cldn16"
"6998" "NMRK1" "Nmrk1"
"6999" "ENOX1" "Enox1"
"7000" "ADAM21" "Adam21"
"7001" "TMEM207" "Tmem207"
"7002" "MED6" "Med6"
"7003" "SNX29" "Snx29"
"7004" NA "Adgrf2"
"7005" "ST8SIA6" "St8sia6"
"7006" NA "Zfp960"
"7007" NA "Zfp97"
"7008" "VIT" "Vit"
"7009" "PARP8" "Parp8"
"7010" "ACTN4" "Actn4"
"7011" "GABRA1" "Gabra1"
"7012" "CARNMT1" "Carnmt1"
"7013" "METAP1D" "Metap1d"
"7014" "TTC9" "Ttc9"
"7015" NA "G430049J08Rik"
"7016" "BAMBI" "Bambi"
"7017" "C9orf40" "D030056L22Rik"
"7018" "DIP2B" "Dip2b"
"7019" "MAP3K9" "Map3k9"
"7020" NA "Gm9758"
"7021" "TRPM6" "Trpm6"
"7022" "LYZL2" "Lyzl1"
"7023" "LYZL1" "Lyzl1"
"7024" NA "Speer4e"
"7025" "BBS4" "Bbs4"
"7026" "RPGR" "Rpgr"
"7027" NA "Gm10354"
"7028" NA "Gm17019"
"7029" NA "Gm21149"
"7030" NA "Gm21190"
"7031" "SVIL" "Svil"
"7032" NA "Gm21083"
"7033" "E2F7" "E2f7"
"7034" NA "Speer4d"
"7035" "UBL5" "Ubl5"
"7036" "BAP1" "Bap1"
"7037" "CPPED1" "Cpped1"
"7038" "DLX1" "Dlx1"
"7039" NA "4930572O03Rik"
"7040" NA "Speer4c"
"7041" "DLX2" "Dlx2"
"7042" "LIX1" "Lix1"
"7043" "SLC22A15" "Slc22a15"
"7044" "RORB" "Rorb"
"7045" "SH3TC1" "Sh3tc1"
"7046" NA "Gm9961"
"7047" "SHISA9" "Shisa9"
"7048" "ALDH3A1" "Aldh3a1"
"7049" "CD2AP" "Cd2ap"
"7050" "USP54" "Usp54"
"7051" "ITGA6" "Itga6"
"7052" "XRN1" "Xrn1"
"7053" "IL1RAP" "Il1rap"
"7054" "MEX3A" "Mex3a"
"7055" "LIN28A" "Lin28a"
"7056" "NHLH2" "Nhlh2"
"7057" "GABRA6" "Gabra6"
"7058" NA "Zfp683"
"7059" "RAB25" "Rab25"
"7060" "TIMELESS" "Timeless"
"7061" "LAMTOR2" "Lamtor2"
"7062" "TNFRSF21" "Tnfrsf21"
"7063" "NT5C2" "Nt5c2"
"7064" "MARK1" "Mark1"
"7065" "TPD52" "Tpd52"
"7066" "MYOZ1" "Myoz1"
"7067" "WDR25" "Wdr25"
"7068" "STRN" "Strn"
"7069" "SYNPO2L" "Synpo2l"
"7070" "CD52" "Cd52"
"7071" "USPL1" "Uspl1"
"7072" "DNAH1" "Dnah1"
"7073" "BEGAIN" "Begain"
"7074" "SMAP1" "Smap1"
"7075" "PRDM16" "Prdm16"
"7076" "STAT3" "Stat3"
"7077" "SLC4A8" "Slc4a8"
"7078" "ANKRD34B" "Ankrd34b"
"7079" "FAM151B" "Fam151b"
"7080" "LNPEP" "Lnpep"
"7081" "ERCC4" "Ercc4"
"7082" "EIF3K" "Eif3k"
"7083" "EMB" "Emb"
"7084" "PCNX1" "Pcnx"
"7085" "SDHAF4" "Sdhaf4"
"7086" "PAPPA2" "Pappa2"
"7087" "TNFSF11" "Tnfsf11"
"7088" "GMNC" "Gmnc"
"7089" "FUS" "Fus"
"7090" "ADGRF1" "Adgrf1"
"7091" NA "Gm17509"
"7092" NA "Zfyve16"
"7093" "AKAP11" "Akap11"
"7094" "OSTN" "Ostn"
"7095" "UTS2B" "Uts2b"
"7096" "SYNGAP1" "Syngap1"
"7097" "CAPN7" "Capn7"
"7098" "INA" "Ina"
"7099" "SCN8A" "Scn8a"
"7100" "SPZ1" "Spz1"
"7101" "HCN1" "Hcn1"
"7102" "SPATS2L" "Spats2l"
"7103" "PCGF6" "Pcgf6"
"7104" "SERINC5" "Serinc5"
"7105" "TAF5" "Taf5"
"7106" "CASQ2" "Casq2"
"7107" "PIN1" "Pin1"
"7108" "MRPS30" "Mrps30"
"7109" "PDCD11" "Pdcd11"
"7110" "HINFP" "Hinfp"
"7111" NA "B430218F22Rik"
"7112" "THBS4" "Thbs4"
"7113" "PDK1" "Pdk1"
"7114" "NKX6-3" "Nkx6-3"
"7115" "UBQLN4" "Ubqln4"
"7116" "PARN" "Parn"
"7117" "GPAT4" "Gpat4"
"7118" "PYCARD" "Pycard"
"7119" "DLK1" "Dlk1"
"7120" "SEC24C" "Sec24c"
"7121" "LILRB4" "Pira2"
"7122" "LILRB3" "Pira2"
"7123" "LILRA6" "Pira2"
"7124" "LILRA5" "Pira2"
"7125" "LILRB5" "Pira2"
"7126" "LILRA4" "Pira2"
"7127" "ZBTB10" "Zbtb10"
"7128" "GINS4" "Gins4"
"7129" "OLFM2" "Olfm2"
"7130" "SSR2" "Ssr2"
"7131" "MTX3" "Mtx3"
"7132" "ALOX5AP" "Alox5ap"
"7133" "GOLGA7" "Golga7"
"7134" "CTR9" "Ctr9"
"7135" "FGF10" "Fgf10"
"7136" "CALHM2" "Calhm2"
"7137" NA "B230104I21Rik"
"7138" "PITPNM2" "Pitpnm2"
"7139" "ARIH1" "Arih1"
"7140" "UBXN11" "Ubxn11"
"7141" "ZNF704" "Zfp704"
"7142" "TRPC7" "Trpc7"
"7143" "RRN3" "Rrn3"
"7144" "CALHM1" "Calhm1"
"7145" "PPIP5K1" "Ppip5k1"
"7146" "CALHM3" "Calhm3"
"7147" "ANXA1" "Anxa1"
"7148" NA "Gm20696"
"7149" "SFRP1" "Sfrp1"
"7150" "EIF4E3" "Eif4e3"
"7151" "CCDC50" "Ccdc50"
"7152" "ZMAT4" "Zmat4"
"7153" "AMER1" "Amer1"
"7154" "PAG1" "Pag1"
"7155" "GPR27" "Gpr27"
"7156" "PTPRZ1" "Ptprz1"
"7157" "OTC" "Otc"
"7158" "NGF" "Ngf"
"7159" "ASB12" "Asb12"
"7160" "TRIM72" "Trim72"
"7161" NA "Tmem202"
"7162" "TSPAN7" "Tspan7"
"7163" "FUT11" "Fut11"
"7164" "HEXA" "Hexa"
"7165" "NFKB1" "Nfkb1"
"7166" "LILRB4" "Lilra6"
"7167" "LILRB3" "Lilra6"
"7168" "LILRA6" "Lilra6"
"7169" "LILRA5" "Lilra6"
"7170" "LILRB5" "Lilra6"
"7171" "LILRA4" "Lilra6"
"7172" "IDO2" "Ido2"
"7173" "CHCHD1" "Chchd1"
"7174" "MID1IP1" "Mid1ip1"
"7175" "SH3BGRL3" "Sh3bgrl3"
"7176" "SH3BP5" "Sh3bp5"
"7177" "CMYA5" "Cmya5"
"7178" "NFIB" "Nfib"
"7179" "IDO1" "Ido1"
"7180" "GK5" "Gk5"
"7181" "PROK2" "Prok2"
"7182" "SPOCK1" "Spock1"
"7183" "ZC3H12B" "Zc3h12b"
"7184" "KCTD18" "Kctd18"
"7185" "POLG" "Polg"
"7186" "INSR" "Insr"
"7187" "NEURL1" "Neurl1a"
"7188" "LAS1L" "Las1l"
"7189" "SIPA1L1" "Sipa1l1"
"7190" "KLRK1" "Klrk1"
"7191" "DGKH" "Dgkh"
"7192" "ZNF438" "Zfp438"
"7193" "CHD9" "Chd9"
"7194" NA "Vmn2r90"
"7195" "ALDH1A1" "Aldh1a1"
"7196" "ZEB1" "Zeb1"
"7197" "ZBTB9" "Zbtb9"
"7198" "NTAN1" "Ntan1"
"7199" "ADCYAP1R1" "Adcyap1r1"
"7200" "ALDH3A2" "Aldh3a2"
"7201" "SPACA6" "Spaca6"
"7202" "COL5A3" "Col5a3"
"7203" "ALDH1A1" "Aldh1a7"
"7204" "KIF5B" "Kif5b"
"7205" "MSN" "Msn"
"7206" "ADGRF5" "Adgrf5"
"7207" "TMC1" "Tmc1"
"7208" NA "Apon"
"7209" "FGF12" "Fgf12"
"7210" "APOF" "Apof"
"7211" "CSRP2" "Csrp2"
"7212" "MTR" "Mtr"
"7213" "SH3PXD2A" "Sh3pxd2a"
"7214" "MB21D2" "Mb21d2"
"7215" "GABRB2" "Gabrb2"
"7216" NA "Ggnbp1"
"7217" "C2CD2L" "C2cd2l"
"7218" "MEDAG" "Medag"
"7219" "FABP5" "Fabp5"
"7220" "PDXDC1" "Pdxdc1"
"7221" "RAB3GAP2" "Rab3gap2"
"7222" "IL23A" "Il23a"
"7223" "METTL6" "Mettl6"
"7224" "MTHFD1L" "Mthfd1l"
"7225" "PMP2" "Pmp2"
"7226" NA "Gm9972"
"7227" NA "Slc47a2"
"7228" NA "Gm37389"
"7229" NA "Rpl27-ps3"
"7230" "FABP9" "Fabp9"
"7231" "EPC1" "Epc1"
"7232" "CEP85" "Cep85"
"7233" "HAS1" "Has1"
"7234" "TEX26" "Tex26"
"7235" "KIF27" "Kif27"
"7236" "VSIG4" "Vsig4"
"7237" "HEATR5B" "Heatr5b"
"7238" "FABP4" "Fabp4"
"7239" "ATP10B" "Atp10b"
"7240" "TSPAN2" "Tspan2"
"7241" "ZFAND5" "Zfand5"
"7242" NA "Hsf3"
"7243" "SLC47A1" "Slc47a1"
"7244" NA "Rtl1"
"7245" "EAF1" "Eaf1"
"7246" NA "Gm5435"
"7247" "MPHOSPH9" "Mphosph9"
"7248" "ACTN2" "Actn2"
"7249" "RDH8" "Rdh8"
"7250" "VWA8" "Vwa8"
"7251" "MAP4K1" "Map4k1"
"7252" "SLC39A8" "Slc39a8"
"7253" "RAB10" "Rab10"
"7254" "GDA" "Gda"
"7255" "BCOR" "Bcor"
"7256" NA "4921524L21Rik"
"7257" "KIF3C" "Kif3c"
"7258" "DPAGT1" "Dpagt1"
"7259" "AOX1" "Aox1"
"7260" "FPR1" "Fpr1"
"7261" "RAB18" "Rab18"
"7262" "FPR2" "Fpr2"
"7263" "FPR2" "Fpr3"
"7264" "APOL1" "Apol7b"
"7265" "APOL4" "Apol7b"
"7266" "APOL3" "Apol7b"
"7267" "APOL2" "Apol7b"
"7268" NA "Gm7535"
"7269" "PTTG2" "Pttg1"
"7270" "PTTG1" "Pttg1"
"7271" "FPR2" "Fpr-rs4"
"7272" "CATSPER4" "Catsper4"
"7273" "BAK1" "Bak1"
"7274" "HOMER1" "Homer1"
"7275" "ASXL2" "Asxl2"
"7276" "C9orf85" "1110059E24Rik"
"7277" "ANGPTL6" "Angptl6"
"7278" "TSHB" "Tshb"
"7279" "APOL1" "Apol10a"
"7280" "APOL4" "Apol10a"
"7281" "APOL3" "Apol10a"
"7282" "APOL2" "Apol10a"
"7283" "APOL1" "Apol11a"
"7284" "APOL4" "Apol11a"
"7285" "APOL3" "Apol11a"
"7286" "APOL2" "Apol11a"
"7287" "PPAN" "Ppan"
"7288" "APOL1" "Apol7c"
"7289" "APOL4" "Apol7c"
"7290" "APOL3" "Apol7c"
"7291" "APOL2" "Apol7c"
"7292" "ATP13A5" "Atp13a5"
"7293" "MKX" "Mkx"
"7294" "ABHD17B" "Abhd17b"
"7295" "CACNB2" "Cacnb2"
"7296" NA "1700025B11Rik"
"7297" NA "Mep1a"
"7298" "APOL1" "Apol10b"
"7299" "APOL4" "Apol10b"
"7300" "APOL3" "Apol10b"
"7301" "APOL2" "Apol10b"
"7302" "SLK" "Slk"
"7303" "CNKSR1" "Cnksr1"
"7304" "FABP12" "Fabp12"
"7305" "FBRSL1" "Fbrsl1"
"7306" "EIF3G" "Eif3g"
"7307" "APOL1" "Apol11b"
"7308" "APOL4" "Apol11b"
"7309" "APOL3" "Apol11b"
"7310" "APOL2" "Apol11b"
"7311" "FAM135A" "Fam135a"
"7312" "SLU7" "Slu7"
"7313" "RYBP" "Rybp"
"7314" "APOL1" "Apol7e"
"7315" "APOL4" "Apol7e"
"7316" "APOL3" "Apol7e"
"7317" "APOL2" "Apol7e"
"7318" "ZDHHC17" "Zdhhc17"
"7319" "CELF6" "Celf6"
"7320" "IMPA1" "Impa1"
"7321" "KLRC1" "Klrc3"
"7322" "APOL1" "Apol9b"
"7323" "APOL4" "Apol9b"
"7324" "APOL3" "Apol9b"
"7325" "APOL2" "Apol9b"
"7326" "RGS6" "Rgs6"
"7327" "COLQ" "Colq"
"7328" "ZNF593" "Zfp593"
"7329" NA "Vmn2r94"
"7330" "APOL1" "Apol8"
"7331" "APOL4" "Apol8"
"7332" "APOL3" "Apol8"
"7333" "APOL2" "Apol8"
"7334" "MPP7" "Mpp7"
"7335" "AASS" "Aass"
"7336" "ANKRD66" "Ankrd66"
"7337" NA "Vmn2r93"
"7338" "ADAM18" "Adam18"
"7339" "MYH9" "Myh9"
"7340" NA "Vmn2r95"
"7341" "RXFP2" "Rxfp2"
"7342" NA "Gm38303"
"7343" "BANK1" "Bank1"
"7344" "DLG2" "Dlg2"
"7345" NA "Vmn2r96"
"7346" "C1orf232" "Gm30191"
"7347" "PDIK1L" "Pdik1l"
"7348" "ITPR3" "Itpr3"
"7349" "TCF20" "Zfp957"
"7350" "NEUROD6" "Neurod6"
"7351" "C1QTNF2" "C1qtnf2"
"7352" "RGCC" "Rgcc"
"7353" "FEZF1" "Fezf1"
"7354" "CCNJL" "Ccnjl"
"7355" "NAA16" "Naa16"
"7356" "RBL2" "Rbl2"
"7357" "TRIM63" "Trim63"
"7358" NA "4933415A04Rik"
"7359" "RNF112" "Rnf112"
"7360" "PPP1R17" "Ppp1r17"
"7361" "HMBS" "Hmbs"
"7362" "SLC10A5" "Slc10a5"
"7363" "SYCP1" "Sycp1"
"7364" "SHQ1" "Shq1"
"7365" "TTC39B" "Ttc39b"
"7366" "TXN2" "Txn2"
"7367" NA "Rpl6l"
"7368" "AKAP12" "Akap12"
"7369" "MPV17L" "Mpv17l"
"7370" "MTRF1" "Mtrf1"
"7371" "PFKFB2" "Pfkfb2"
"7372" "FOXRED2" "Foxred2"
"7373" "FRY" "Fry"
"7374" NA "Kbtbd7"
"7375" "KBTBD6" "Kbtbd6"
"7376" "WBP4" "Wbp4"
"7377" "ZBTB2" "Zbtb2"
"7378" "CKMT1B" "Ckmt1"
"7379" "CKMT1A" "Ckmt1"
"7380" "KLRC1" "Klrc2"
"7381" "PLA2G7" "Pla2g7"
"7382" "COL17A1" "Col17a1"
"7383" "RMND1" "Rmnd1"
"7384" "ATP13A4" "Atp13a4"
"7385" "ELF1" "Elf1"
"7386" "EIF3D" "Eif3d"
"7387" "ARHGEF18" "Arhgef18"
"7388" "JMY" "Jmy"
"7389" "ATP6AP2" "Atp6ap2"
"7390" "STRC" "Strc"
"7391" "ZSWIM8" "Zswim8"
"7392" "WAC" "Wac"
"7393" "OSBPL8" "Osbpl8"
"7394" "FABP6" "Fabp6"
"7395" "UQCC2" "Uqcc2"
"7396" "PWWP2A" "Pwwp2a"
"7397" "KLRC1" "Klrc1"
"7398" "CXorf38" "1810030O07Rik"
"7399" "DCLK1" "Dclk1"
"7400" "SNAPC3" "Snapc3"
"7401" "CACNG2" "Cacng2"
"7402" "BHMT" "Bhmt"
"7403" "IP6K3" "Ip6k3"
"7404" "MFAP4" "Mfap4"
"7405" "CATSPER2" "Catsper2"
"7406" "IFT27" "Ift27"
"7407" NA "Vmn2r99"
"7408" "HEATR1" "Heatr1"
"7409" "HEPH" "Heph"
"7410" "TDRD6" "Tdrd6"
"7411" "PVALB" "Pvalb"
"7412" "TTC1" "Ttc1"
"7413" "VPS11" "Vps11"
"7414" "NCF4" "Ncf4"
"7415" NA "Vmn2r100"
"7416" "KLRC4" "Klri1"
"7417" "KLRC1" "Klri1"
"7418" "KLRC3" "Klri1"
"7419" "KLRC2" "Klri1"
"7420" "LEMD2" "Lemd2"
"7421" "ADRA1B" "Adra1b"
"7422" "KLRC4" "Klri2"
"7423" "KLRC1" "Klri2"
"7424" "KLRC3" "Klri2"
"7425" "KLRC2" "Klri2"
"7426" "BBS10" "Bbs10"
"7427" "IL12B" "Il12b"
"7428" "ARMT1" "Armt1"
"7429" "PDZRN3" "Pdzrn3"
"7430" "RTEL1" "Rtel1"
"7431" NA "Vmn2r101"
"7432" "UBLCP1" "Ublcp1"
"7433" "CSF2RB" "Csf2rb2"
"7434" "PSIP1" "Psip1"
"7435" "PEX11G" "Pex11g"
"7436" "SLC25A27" "Slc25a27"
"7437" "SFR1" "Sfr1"
"7438" "MAPK7" "Mapk7"
"7439" "BHMT2" "Bhmt2"
"7440" "CCDC170" "Ccdc170"
"7441" "PARP6" "Parp6"
"7442" NA "Adam3"
"7443" NA "Vmn2r102"
"7444" "CFAP43" "Cfap43"
"7445" "ZAR1L" "Zar1l"
"7446" NA "Vmn2r103"
"7447" "DMGDH" "Dmgdh"
"7448" "PAN2" "Pan2"
"7449" "CNTN3" "Cntn3"
"7450" NA "Vmn2r104"
"7451" "KRT75" "Krt75"
"7452" "FPR2" "Fpr-rs7"
"7453" "ABLIM2" "Ablim2"
"7454" "CYP39A1" "Cyp39a1"
"7455" "RHCG" "Rhcg"
"7456" "KRT6C" "Gm5414"
"7457" "KRT6B" "Gm5414"
"7458" "KRT6A" "Gm5414"
"7459" "ARSB" "Arsb"
"7460" "KRT5" "Gm5478"
"7461" "GSTO1" "Gsto1"
"7462" "TNR" "Tnr"
"7463" "RNF145" "Rnf145"
"7464" "CSF2RB" "Csf2rb"
"7465" NA "Klra7"
"7466" "LHFPL2" "Lhfpl2"
"7467" "GSTO2" "Gsto2"
"7468" NA "Vmn2r107"
"7469" "EIF4G2" "Eif4g2"
"7470" "LGALS8" "Lgals8"
"7471" "OPA1" "Opa1"
"7472" "RCAN2" "Rcan2"
"7473" "B9D1" "B9d1"
"7474" "AKTIP" "Aktip"
"7475" NA "Gpr165"
"7476" "EBF1" "Ebf1"
"7477" "MED14" "Med14"
"7478" "YOD1" "Yod1"
"7479" "CCDC171" "Ccdc171"
"7480" NA "Dtnb"
"7481" NA "Vmn1r224"
"7482" "C1orf116" "AA986860"
"7483" "ENPP5" "Enpp5"
"7484" "KIAA0040" "4930523C07Rik"
"7485" "KRT6C" "Krt6b"
"7486" "KRT6B" "Krt6b"
"7487" "KRT6A" "Krt6b"
"7488" "CFAP58" "Cfap58"
"7489" NA "Aox3"
"7490" NA "Vmn2r108"
"7491" NA "Klra10"
"7492" "SUGT1" "Sugt1"
"7493" "NAGLU" "Naglu"
"7494" "KRT6C" "Krt6a"
"7495" "KRT6B" "Krt6a"
"7496" "KRT6A" "Krt6a"
"7497" "CHL1" "Chl1"
"7498" "SORCS3" "Sorcs3"
"7499" "RHCE" "Rhd"
"7500" "RHD" "Rhd"
"7501" NA "Vmn1r225"
"7502" "ENPP4" "Enpp4"
"7503" "HACL1" "Hacl1"
"7504" "HSD17B1" "Hsd17b1"
"7505" "KRT5" "Krt5"
"7506" "SCAMP1" "Scamp1"
"7507" NA "Vmn2r109"
"7508" "COASY" "Coasy"
"7509" NA "Gm5819"
"7510" "TMEM50A" "Tmem50a"
"7511" "FZD8" "Fzd8"
"7512" NA "Vmn2r110"
"7513" "GJD4" "Gjd4"
"7514" "CCNY" "Ccny"
"7515" NA "Rpl13a-ps1"
"7516" NA "Gm5145"
"7517" "FPR2" "Fpr-rs3"
"7518" "CLIC5" "Clic5"
"7519" "RPGRIP1L" "Rpgrip1l"
"7520" "RSRP1" "Rsrp1"
"7521" "INS" "Ins1"
"7522" NA "Vmn1r226"
"7523" "ESR1" "Esr1"
"7524" "CLINT1" "Clint1"
"7525" "XPNPEP1" "Xpnpep1"
"7526" "KRT71" "Krt71"
"7527" NA "Vmn1r228"
"7528" "SYF2" "Syf2"
"7529" "FCAMR" "Fcamr"
"7530" "TFDP2" "Tfdp2"
"7531" NA "Vmn1r229"
"7532" NA "Vmn1r230"
"7533" "TST" "Tst"
"7534" NA "Pgr15l"
"7535" "CETN1" "Cetn1"
"7536" NA "Vmn1r231"
"7537" "GALNT18" "Galnt18"
"7538" "EDARADD" "Edaradd"
"7539" "MPST" "Mpst"
"7540" NA "Vmn1r232"
"7541" "COLEC12" "Colec12"
"7542" "RUNX3" "Runx3"
"7543" "CDC42EP3" "Cdc42ep3"
"7544" "EDA2R" "Eda2r"
"7545" NA "Adam5"
"7546" "PPP2R1A" "Ppp2r1a"
"7547" "IARS2" "Iars2"
"7548" "AP3B1" "Ap3b1"
"7549" "KRT72" "Krt72"
"7550" "CLIC4" "Clic4"
"7551" NA "Gm17430"
"7552" "THOC1" "Thoc1"
"7553" "KRT73" "Krt73"
"7554" "CCDC90B" "Ccdc90b"
"7555" "CNPY2" "Cnpy2"
"7556" "BNC2" "Bnc2"
"7557" "AR" "Ar"
"7558" "KRT2" "Krt2"
"7559" "LSM11" "Lsm11"
"7560" "USP9X" "Usp9x"
"7561" "VN1R4" "Vmn1r233"
"7562" "BTD" "Btd"
"7563" "CS" "Cs"
"7564" "KRT1" "Krt1"
"7565" "RMDN2" "Rmdn2"
"7566" "THG1L" "Thg1l"
"7567" "PCDH8" "Pcdh8"
"7568" "KRT77" "Krt77"
"7569" "COQ10A" "Coq10a"
"7570" NA "Gm10845"
"7571" "TICRR" "Ticrr"
"7572" "SOX30" "Sox30"
"7573" "OLFM4" "Olfm4"
"7574" "ZFAND1" "Zfand1"
"7575" "KRT76" "Krt76"
"7576" "CYP1B1" "Cyp1b1"
"7577" "ANKRD52" "Ankrd52"
"7578" "EPN2" "Epn2"
"7579" "PIGR" "Pigr"
"7580" "KRT4" "Krt4"
"7581" "NDST2" "Ndst2"
"7582" "ZNF665" "Zfp160"
"7583" "ZNF160" "Zfp160"
"7584" NA "Klra3"
"7585" "GREB1L" "Greb1l"
"7586" "KRT79" "Krt79"
"7587" "CNTLN" "Cntln"
"7588" NA "Klra1"
"7589" "TNN" "Tnn"
"7590" "CHMP4C" "Chmp4c"
"7591" "KRT78" "Krt78"
"7592" NA "Gm2399"
"7593" "PRL" "Prl2c3"
"7594" "KRT8" "Krt8"
"7595" "PPP3CA" "Ppp3ca"
"7596" "DDX3X" "Ddx3x"
"7597" "NAP1L1" "Nap1l1"
"7598" NA "Gm6811"
"7599" "GP5" "Gp5"
"7600" "ATP13A3" "Atp13a3"
"7601" "VN1R4" "Vmn1r234"
"7602" "VN1R4" "Vmn1r235"
"7603" "PRL" "Prl2c2"
"7604" "KRT18" "Krt18"
"7605" "VN1R4" "Vmn1r236"
"7606" "VN1R4" "Vmn1r237"
"7607" NA "Klra2"
"7608" "EIF4B" "Eif4b"
"7609" "RUNX2" "Runx2"
"7610" "PLCH2" "Plch2"
"7611" "ARHGEF37" "Arhgef37"
"7612" "OPHN1" "Ophn1"
"7613" NA "Aox4"
"7614" "PCDH17" "Pcdh17"
"7615" "ADD3" "Add3"
"7616" "PRL" "Prl2c5"
"7617" "ANKRD42" "Ankrd42"
"7618" "CNTN6" "Cntn6"
"7619" "SNX16" "Snx16"
"7620" "FTO" "Fto"
"7621" "CSNK1A1" "Csnk1a1"
"7622" "ANKRD28" "Ankrd28"
"7623" "PSEN1" "Psen1"
"7624" "GPR137B" "Gpr137b"
"7625" "TNS2" "Tns2"
"7626" NA "Nr1h5"
"7627" "TMEM44" "Tmem44"
"7628" "BPNT1" "Bpnt1"
"7629" "NID1" "Nid1"
"7630" "NYX" "Nyx"
"7631" "DNAJC27" "Dnajc27"
"7632" "YIPF6" "Yipf6"
"7633" "MLX" "Mlx"
"7634" "LYST" "Lyst"
"7635" "MRPS14" "Mrps14"
"7636" "STARD8" "Stard8"
"7637" "IRX3" "Irx3"
"7638" NA "Magohb"
"7639" "CACYBP" "Cacybp"
"7640" "KIF7" "Kif7"
"7641" "PTGR2" "Ptgr2"
"7642" "IRX5" "Irx5"
"7643" "GALNT15" "Galnt15"
"7644" "ATP1B3" "Atp1b3"
"7645" "STYK1" "Styk1"
